"Admitted","Disposition_binary","Place","F_Aid","Species_e","Sex_e","Age_e","Brought_in_after","season","r","Green_Orange","ID"
"6/3/2006","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","found on the ground","Non-selasphorus spp.","3100_ANHU"
"7/14/1994","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found inside","Non-selasphorus spp.","706_ANHU"
"10/21/1997","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Fall","unknown","Non-selasphorus spp.","1314_ANHU"
"8/29/2012","Released","Lindsey","Yes","ANHU","Male",NA,2,"Summer","found inside","Non-selasphorus spp.","4558_ANHU"
"3/10/2004","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Spring","caught by domestic animal","Non-selasphorus spp.","2633_ANHU"
"11/20/2002","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","caught by domestic animal","Non-selasphorus spp.","2352_ANHU"
"3/21/2014","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","4914_ANHU"
"5/11/2011","Died","Lindsey","No","Selasphorus","unknown",NA,0,"Spring","unknown","Selasphorus spp.","4202_ALHU"
"6/19/2004","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","2725_ANHU"
"6/4/1994","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","662_ANHU"
"6/29/2013","Released","malibu","No","Selasphorus","Female-like ",NA,4,"Summer","unknown","Selasphorus spp.","6009_ALHU"
"3/31/1996","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Spring","found on the ground","Non-selasphorus spp.","1003_ANHU"
"5/13/2013","Released","Lindsey","No","Selasphorus","unknown",NA,0,"Spring","found on the ground","Selasphorus spp.","4726_ALHU"
"6/2/1998","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","window hit","Non-selasphorus spp.","1431_ANHU"
"4/6/1999","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","1581_ANHU"
"9/7/1994","Died","Lindsey","Yes","ANHU","Female-like ",NA,7,"Fall","caught by domestic animal","Non-selasphorus spp.","723_ANHU"
"6/15/2015","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","nest-related","Non-selasphorus spp.","5383_ANHU"
"5/14/2001","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","2044_ANHU"
"3/5/1999","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","window hit","Non-selasphorus spp.","1548_ANHU"
"3/28/2014","Died","malibu","No","Selasphorus","Female-like ",NA,1,"Spring","found on the ground","Selasphorus spp.","6199_ALHU"
"1/3/2015","Died","malibu","Yes","Selasphorus","Female-like ",NA,1,"Winter","unknown","Selasphorus spp.","6338_ALHU"
"7/5/1996","Died","Lindsey","No","ANHU","Female-like ",NA,1,"Summer","found on the ground","Non-selasphorus spp.","1093_ANHU"
"8/14/1999","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","1702_ANHU"
"3/14/2006","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","unknown","Non-selasphorus spp.","3026_ANHU"
"6/3/1992","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","unknown","Non-selasphorus spp.","300_ANHU"
"3/17/2014","Released","Lindsey","Yes","ANHU","Male",NA,0,"Spring","found on the ground","Non-selasphorus spp.","4909_ANHU"
"12/31/2015","Released","malibu","No","Non-selasphorus","unknown",NA,289,"Winter","unknown","Non-selasphorus spp.","6559_ANHU"
"7/12/1992","Died","Lindsey","Yes","ANHU","Female-like ",NA,2,"Summer","window hit","Non-selasphorus spp.","342_ANHU"
"2/2/2005","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","2794_ANHU"
"3/17/2013","Released","Lindsey","Yes","ANHU","Male",NA,0,"Spring","found on the ground","Non-selasphorus spp.","4647_ANHU"
"4/21/1993","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","caught by domestic animal","Non-selasphorus spp.","441_ANHU"
"3/17/1998","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","1358_ANHU"
"6/26/2002","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","suspect torpor-like state","Non-selasphorus spp.","2288_ANHU"
"5/31/2016","Died","malibu","Yes","Selasphorus","Female-like ",NA,0,"Spring","found on the ground","Selasphorus spp.","6740_ALHU"
"3/9/1991","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","24_ANHU"
"11/21/2001","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","suspect torpor-like state","Non-selasphorus spp.","2131_ANHU"
"3/17/2011","Released","Lindsey","Yes","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","4127_ANHU"
"2/19/1996","Released","Lindsey","Yes","ANHU","Female-like ",NA,1,"Winter","found on the ground","Non-selasphorus spp.","955_ANHU"
"2/26/2010","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","caught by domestic animal","Non-selasphorus spp.","3872_ANHU"
"4/14/2013","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","4694_ANHU"
"4/29/2008","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","3489_ANHU"
"9/17/2008","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","caught by domestic animal","Non-selasphorus spp.","3576_ANHU"
"1/19/2013","Died","malibu","No","Selasphorus","Male",NA,0,"Winter","unknown","Selasphorus spp.","5732_ALHU"
"6/20/2008","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","nest-related","Non-selasphorus spp.","3533_ANHU"
"3/23/2007","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","caught by domestic animal","Non-selasphorus spp.","3230_ANHU"
"8/20/2014","Released","malibu","No","ANHU","Female-like ",NA,1,"Summer","unknown","Non-selasphorus spp.","6184_ANHU"
"3/30/1998","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","1364_ANHU"
"3/12/1998","Died","Lindsey","No","Non-selasphorus","unknown",NA,3,"Spring","nest-related","Non-selasphorus spp.","1355_ANHU"
"11/27/2014","Died","malibu","No","ANHU","Male",NA,0,"Fall","found on the ground","Non-selasphorus spp.","6265_ANHU"
"6/21/1997","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Summer","window hit","Non-selasphorus spp.","1269_ANHU"
"11/10/2013","Released","Lindsey","No","ANHU","Male",NA,0,"Fall","found on the ground","Non-selasphorus spp.","4823_ANHU"
"5/20/1998","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","1421_ANHU"
"8/2/2007","Released","Lindsey","No","ANHU","Female-like ",NA,1,"Summer","found inside","Non-selasphorus spp.","3360_ANHU"
"12/16/2008","Died","Lindsey","No","ANHU","Male",NA,0,"Winter","found on the ground","Non-selasphorus spp.","3593_ANHU"
"6/16/2015","Died","malibu","Yes","Selasphorus","unknown",NA,0,"Summer","caught by domestic animal","Selasphorus spp.","6462_ALHU"
"5/24/2016","Died","malibu","Yes","Selasphorus","Female-like ",NA,0,"Spring","found on the ground","Selasphorus spp.","6735_ALHU"
"4/18/2003","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","2456_ANHU"
"5/9/1994","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","639_ANHU"
"3/28/2016","Released","malibu","No","ANHU","Female-like ",NA,-49,"Spring","nest-related","Non-selasphorus spp.","6714_ANHU"
"7/5/1997","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","1283_ANHU"
"4/6/2015","Released","malibu","No","Selasphorus","unknown",NA,0,"Spring","unknown","Selasphorus spp.","6521_ALHU"
"2/19/2003","Released","Lindsey","No","ANHU","Female-like ",NA,1,"Winter","unknown","Non-selasphorus spp.","2390_ANHU"
"5/1/2005","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Spring","caught by domestic animal","Non-selasphorus spp.","2867_ANHU"
"3/17/1999","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","1556_ANHU"
"5/4/2013","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","caught by domestic animal","Non-selasphorus spp.","4714_ANHU"
"6/19/1997","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Summer","nest-related","Non-selasphorus spp.","1267_ANHU"
"3/24/1992","Released","Lindsey","Yes","ANHU","Female-like ",NA,0,"Spring","caught by domestic animal","Non-selasphorus spp.","226_ANHU"
"5/21/1993","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","473_ANHU"
"5/20/2006","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","3094_ANHU"
"3/1/2006","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","3012_ANHU"
"7/16/1997","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","1290_ANHU"
"6/4/2016","Released","malibu","No","Selasphorus","Female-like ",NA,0,"Summer","unknown","Selasphorus spp.","6792_ALHU"
"7/13/2015","Died","malibu","No","Selasphorus","unknown",NA,1,"Summer","nest-related","Selasphorus spp.","6480_ALHU"
"1/7/2010","Died","Lindsey","No","ANHU","Male",NA,1,"Winter","window hit","Non-selasphorus spp.","3843_ANHU"
"6/16/2000","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","1854_BCHU"
"7/25/1991","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","155_ANHU"
"3/10/2003","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","2406_ANHU"
"6/10/2015","Died","Lindsey","Yes","ANHU","Male",NA,1,"Summer","caught by domestic animal","Non-selasphorus spp.","5371_ANHU"
"5/19/2008","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","3501_ANHU"
"3/24/1999","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","1564_ANHU"
"11/2/1996","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","found inside","Non-selasphorus spp.","1133_ANHU"
"2/27/2001","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Winter","found on the ground","Non-selasphorus spp.","1968_ANHU"
"3/19/2011","Released","Lindsey","Yes","ANHU","Male",NA,1,"Spring","found on the ground","Non-selasphorus spp.","4132_ANHU"
"3/10/2009","Died","Lindsey","Yes","ANHU","Male",NA,0,"Spring","found on the ground","Non-selasphorus spp.","3644_ANHU"
"4/11/1992","Died","Lindsey","No","Selasphorus","Female-like ",NA,0,"Spring","caught by domestic animal","Selasphorus spp.","247_ALHU"
"5/2/2001","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Spring","caught by domestic animal","Non-selasphorus spp.","2035_ANHU"
"2/13/2004","Released","Lindsey","Yes","ANHU","Female-like ",NA,0,"Winter","window hit","Non-selasphorus spp.","2609_ANHU"
"3/24/1995","Died","Lindsey","No","ANHU","Female-like ",NA,1,"Spring","caught by domestic animal","Non-selasphorus spp.","791_ANHU"
"3/1/2000","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Spring","found on the ground","Non-selasphorus spp.","1754_ANHU"
"1/19/2013","Released","malibu","No","Selasphorus","unknown",NA,0,"Winter","unknown","Selasphorus spp.","5731_ALHU"
"7/2/2011","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","4267_ANHU"
"3/15/2011","Released","Lindsey","Yes","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","4125_ANHU"
"6/15/2012","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","found on the ground","Non-selasphorus spp.","4497_ANHU"
"8/21/1991","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","unknown","Non-selasphorus spp.","172_ANHU"
"6/21/2005","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Summer","nest-related","Non-selasphorus spp.","2927_ANHU"
"7/14/1993","Released","Lindsey","No","Non-selasphorus","unknown",NA,3,"Summer","nest-related","Non-selasphorus spp.","523_ANHU"
"3/16/1995","Died","Lindsey","No","Selasphorus","Female-like ",NA,1,"Spring","window hit","Selasphorus spp.","778_RUHU"
"7/30/2002","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","2318_ANHU"
"11/7/1999","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","found on the ground","Non-selasphorus spp.","1719_ANHU"
"3/11/2016","Released","malibu","No","Selasphorus","unknown",NA,0,"Spring","nest-related","Selasphorus spp.","6724_ALHU"
"10/21/1996","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Fall","found on the ground","Non-selasphorus spp.","1128_ANHU"
"5/11/1993","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","caught by domestic animal","Non-selasphorus spp.","462_ANHU"
