"Admitted","Disposition_binary","Place","F_Aid","Species_e","Sex_e","Age_e","Brought_in_after","season","r","Green_Orange","ID"
"11/1/2009","Died","Lindsey","No","ANHU","Male",NA,0,"Fall","caught by domestic animal","Non-selasphorus spp.","3831_ANHU"
"3/20/2003","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","2419_ANHU"
"10/27/2000","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Fall","found on the ground","Non-selasphorus spp.","1919_ANHU"
"4/16/2015","Died","malibu","No","ANHU","Female-like ",NA,1,"Spring","unknown","Non-selasphorus spp.","6393_ANHU"
"12/12/1995","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","936_ANHU"
"6/22/2001","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","found on the ground","Non-selasphorus spp.","2076_ANHU"
"1/24/2011","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","4090_ANHU"
"8/2/2014","Died","malibu","Yes","Selasphorus","unknown",NA,1,"Summer","found on the ground","Selasphorus spp.","6176_ALHU"
"4/4/2014","Died","malibu","Yes","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","6081_ANHU"
"2/19/2004","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Winter","found on the ground","Non-selasphorus spp.","2614_ANHU"
"4/19/1999","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,2,"Spring","nest-related","Non-selasphorus spp.","1598_ANHU"
"4/7/2014","Died","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Spring","found on the ground","Non-selasphorus spp.","4944_ANHU"
"6/25/2004","Released","Lindsey","No","ANHU","Female-like ",NA,1,"Summer","caught by domestic animal","Non-selasphorus spp.","2733_ANHU"
"4/2/2010","Released","Lindsey","No","ANHU","Male",NA,1,"Spring","found on the ground","Non-selasphorus spp.","3900_ANHU"
"4/24/2000","Released","Lindsey","No","ANHU","Female-like ",NA,1,"Spring","found on the ground","Non-selasphorus spp.","1807_ANHU"
"6/7/2001","Released","Lindsey","Yes","Selasphorus","Female-like ",NA,1,"Summer","caught by domestic animal","Selasphorus spp.","2061_RUHU"
"10/3/2006","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Fall","found on the ground","Non-selasphorus spp.","3159_ANHU"
"6/1/2013","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","4741_ANHU"
"4/28/2014","Released","malibu","No","Selasphorus","Female-like ",NA,1,"Spring","unknown","Selasphorus spp.","6277_ALHU"
"12/3/1997","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","caught by domestic animal","Non-selasphorus spp.","1319_ANHU"
"4/25/2011","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","window hit","Non-selasphorus spp.","4185_ANHU"
"6/18/2013","Released","malibu","No","Selasphorus","Female-like ",NA,0,"Summer","unknown","Selasphorus spp.","5991_ALHU"
"3/26/2016","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","5550_ANHU"
"3/21/2002","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,1,"Spring","found on the ground","Non-selasphorus spp.","2181_ANHU"
"4/11/1999","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Spring","caught by domestic animal","Non-selasphorus spp.","1589_ANHU"
"4/23/1994","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Spring","caught by domestic animal","Non-selasphorus spp.","628_ANHU"
"4/10/1995","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Spring","found on the ground","Non-selasphorus spp.","810_ANHU"
"11/8/2014","Released","Lindsey","Yes","ANHU","Male",NA,1,"Fall","window hit","Non-selasphorus spp.","5124_ANHU"
"3/29/1997","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","1197_ANHU"
"7/23/2015","Died","malibu","Yes","BCHU","Female-like ",NA,2,"Summer","unknown","Non-selasphorus spp.","6485_BCHU"
"4/24/2013","Died","malibu","No","Selasphorus","Female-like ",NA,1,"Spring","unknown","Selasphorus spp.","5786_ALHU"
"7/31/2015","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","unknown","Non-selasphorus spp.","5423_ANHU"
"5/5/1994","Released","Lindsey","No","ANHU","Female-like ",NA,1,"Spring","found on the ground","Non-selasphorus spp.","633_ANHU"
"5/27/2015","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","5342_ANHU"
"3/17/2015","Died","Lindsey","Yes","Non-selasphorus","unknown",NA,1,"Spring","unknown","Non-selasphorus spp.","5213_ANHU"
"4/26/1997","Released","Lindsey","Yes","ANHU","Female-like ",NA,1,"Spring","found inside","Non-selasphorus spp.","1219_ANHU"
"7/14/1998","Released","Lindsey","Yes","ANHU","Female-like ",NA,1,"Summer","found on the ground","Non-selasphorus spp.","1467_ANHU"
"8/19/1991","Released","Lindsey","No","BCHU","Female-like ",NA,1,"Summer","caught by domestic animal","Non-selasphorus spp.","168_BCHU"
"6/14/2008","Released","Lindsey","No","Non-selasphorus","unknown",NA,1,"Summer","nest-related","Non-selasphorus spp.","3522_ANHU"
"7/9/2000","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Summer","found on the ground","Non-selasphorus spp.","1886_ANHU"
"5/22/2002","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","window hit","Non-selasphorus spp.","2248_ANHU"
"12/15/2004","Released","Lindsey","No","ANHU","Female-like ",NA,1,"Winter","found on the ground","Non-selasphorus spp.","2778_ANHU"
"4/24/2010","Died","Lindsey","No","ANHU","Male",NA,0,"Spring","found on the ground","Non-selasphorus spp.","3930_ANHU"
"4/10/2016","Released","malibu","No","Selasphorus","Female-like ",NA,1,"Spring","unknown","Selasphorus spp.","6673_ALHU"
"7/19/1996","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","window hit","Non-selasphorus spp.","1104_ANHU"
"10/22/2012","Died","Lindsey","Yes","ANHU","Male",NA,0,"Fall","found on the ground","Non-selasphorus spp.","4576_ANHU"
"4/27/2013","Died","Lindsey","Yes","ANHU","Male",NA,0,"Spring","found on the ground","Non-selasphorus spp.","4708_ANHU"
"2/20/2011","Died","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Winter","nest-related","Non-selasphorus spp.","4104_ANHU"
"2/2/1991","Died","Lindsey","No","ANHU","Female-like ",NA,1,"Winter","found inside","Non-selasphorus spp.","17_ANHU"
"6/24/2016","Released","malibu","No","Selasphorus","Female-like ",NA,0,"Summer","unknown","Selasphorus spp.","6773_ALHU"
"6/7/2009","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","nest-related","Non-selasphorus spp.","3747_ANHU"
"6/24/1995","Died","Lindsey","No","ANHU","Female-like ",NA,1,"Summer","nest-related","Non-selasphorus spp.","882_ANHU"
"4/13/1999","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Spring","window hit","Non-selasphorus spp.","1591_ANHU"
"4/24/2016","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","5589_ANHU"
"3/17/2015","Released","malibu","Yes","Selasphorus","Female-like ",NA,1,"Spring","unknown","Selasphorus spp.","6368_ALHU"
"2/28/2003","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","2398_ANHU"
"6/9/1996","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","1072_ANHU"
"5/12/2015","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,2,"Spring","found on the ground","Non-selasphorus spp.","5314_ANHU"
"7/4/2016","Released","Lindsey","Yes","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","5670_ANHU"
"8/6/2008","Died","Lindsey","Yes","ANHU","Male",NA,0,"Summer","found on the ground","Non-selasphorus spp.","3562_ANHU"
"2/28/1996","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Winter","nest-related","Non-selasphorus spp.","960_ANHU"
"12/31/2015","Released","malibu","No","Non-selasphorus","unknown",NA,241,"Winter","unknown","Non-selasphorus spp.","6563_ANHU"
"12/17/2011","Died","Lindsey","Yes","ANHU","Male",NA,0,"Winter","unknown","Non-selasphorus spp.","4336_ANHU"
"3/5/2010","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","3876_ANHU"
"2/13/1999","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","window hit","Non-selasphorus spp.","1539_ANHU"
"3/13/2003","Died","Lindsey","No","Selasphorus","Female-like ",NA,0,"Spring","suspect torpor-like state","Selasphorus spp.","2411_ALHU"
"4/4/2008","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","unknown","Non-selasphorus spp.","3455_ANHU"
"1/24/2009","Released","Lindsey","No","ANHU","Male",NA,0,"Winter","caught by domestic animal","Non-selasphorus spp.","3606_ANHU"
"4/25/2013","Died","Lindsey","No","Selasphorus","Female-like ",NA,0,"Spring","caught by domestic animal","Selasphorus spp.","4705_ALHU"
"5/8/2005","Released","Lindsey","No","ANHU","Female-like ",NA,7,"Spring","nest-related","Non-selasphorus spp.","2873_ANHU"
"3/20/1999","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","1560_ANHU"
"2/23/1997","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","nest-related","Non-selasphorus spp.","1162_ANHU"
"6/23/2015","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","found on the ground","Non-selasphorus spp.","5395_ANHU"
"6/28/2016","Released","Santa Barbara","No","ANHU","Female-like ",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","6895_ANHU"
"4/16/2011","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","4172_ANHU"
"6/22/2013","Died","malibu","No","Selasphorus","Female-like ",NA,0,"Summer","unknown","Selasphorus spp.","6002_ALHU"
"7/23/1999","Died","Lindsey","Yes","Non-selasphorus","unknown",NA,1,"Summer","found on the ground","Non-selasphorus spp.","1693_ANHU"
"8/12/2004","Died","Lindsey","Yes","Selasphorus","Female-like ",NA,2,"Summer","unknown","Selasphorus spp.","2756_ALHU"
"6/22/2001","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found inside","Non-selasphorus spp.","2075_ANHU"
"9/25/2012","Died","Lindsey","No","ANHU","Male",NA,0,"Fall","caught by domestic animal","Non-selasphorus spp.","4571_ANHU"
"11/29/1998","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","found on the ground","Non-selasphorus spp.","1518_ANHU"
"11/10/2006","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Fall","suspect torpor-like state","Non-selasphorus spp.","3168_ANHU"
"5/7/1995","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","unknown","Non-selasphorus spp.","838_ANHU"
"1/1/2011","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","4086_ANHU"
"10/17/2011","Released","Lindsey","No","ANHU","Male",NA,0,"Fall","window hit","Non-selasphorus spp.","4313_ANHU"
"5/10/2014","Released","malibu","No","Selasphorus","unknown",NA,0,"Spring","nest-related","Selasphorus spp.","6219_ALHU"
"3/23/2015","Died","Lindsey","No","ANHU","Male",NA,0,"Spring","window hit","Non-selasphorus spp.","5224_ANHU"
"11/12/2000","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","caught by domestic animal","Non-selasphorus spp.","1927_ANHU"
"1/6/1991","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","window hit","Non-selasphorus spp.","7_ANHU"
"9/13/2016","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Fall","found on the ground","Non-selasphorus spp.","5709_ANHU"
"9/13/2007","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Fall","caught by domestic animal","Non-selasphorus spp.","3372_ANHU"
"9/23/2010","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","window hit","Non-selasphorus spp.","4060_ANHU"
"6/1/1997","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","1252_ANHU"
"9/19/2004","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Fall","found on the ground","Non-selasphorus spp.","2764_ANHU"
"3/10/2016","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","5519_ANHU"
"6/24/1996","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","unknown","Non-selasphorus spp.","1086_BCHU"
"6/4/2015","Died","malibu","No","Selasphorus","unknown",NA,0,"Summer","nest-related","Selasphorus spp.","6447_ALHU"
"4/28/2010","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","3935_ANHU"
"4/25/2014","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","4969_ANHU"
"9/19/1994","Died","Lindsey","No","Selasphorus","Female-like ",NA,0,"Fall","found on the ground","Selasphorus spp.","727_ALHU"
"9/26/1991","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","found on the ground","Non-selasphorus spp.","182_ANHU"
"3/21/2015","Released","malibu","Yes","Selasphorus","Female-like ",NA,0,"Spring","unknown","Selasphorus spp.","6513_ALHU"
"3/19/2002","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","caught by domestic animal","Non-selasphorus spp.","2177_ANHU"
"6/16/2013","Died","malibu","No","Selasphorus","Female-like ",NA,0,"Summer","unknown","Selasphorus spp.","5981_ALHU"
"4/21/1998","Died","Lindsey","Yes","Non-selasphorus","unknown",NA,1,"Spring","found on the ground","Non-selasphorus spp.","1395_ANHU"
"4/19/2014","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Spring","found on the ground","Non-selasphorus spp.","4960_ANHU"
"8/8/2016","Released","Lindsey","No","ANHU","Male",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","5692_ANHU"
"2/14/2001","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","window hit","Non-selasphorus spp.","1958_ANHU"
"7/9/2005","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","unknown","Non-selasphorus spp.","2957_ANHU"
"7/7/2016","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","5672_ANHU"
"5/12/1992","Died","Lindsey","No","Selasphorus","unknown",NA,0,"Spring","caught by domestic animal","Selasphorus spp.","277_ALHU"
"3/17/2003","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Spring","found on the ground","Non-selasphorus spp.","2417_ANHU"
"12/16/2006","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Winter","window hit","Non-selasphorus spp.","3180_ANHU"
"7/7/2002","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","2308_ANHU"
"5/16/2015","Died","Lindsey","No","Non-selasphorus","unknown",NA,2,"Spring","found on the ground","Non-selasphorus spp.","5320_ANHU"
"6/1/1992","Released","Lindsey","Yes","ANHU","Female-like ",NA,1,"Summer","found on the ground","Non-selasphorus spp.","295_ANHU"
"9/6/2000","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","window hit","Non-selasphorus spp.","1907_ANHU"
"3/24/1991","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","unknown","Non-selasphorus spp.","42_ANHU"
"5/26/2015","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","unknown","Non-selasphorus spp.","5341_ANHU"
"7/3/2010","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Summer","nest-related","Non-selasphorus spp.","4016_ANHU"
"5/15/1998","Released","Lindsey","Yes","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","1415_ANHU"
"6/8/2014","Released","Lindsey","Yes","ANHU","Male",NA,0,"Summer","found on the ground","Non-selasphorus spp.","5039_ANHU"
"5/1/2014","Died","malibu","No","Selasphorus","Female-like ",NA,0,"Spring","unknown","Selasphorus spp.","6284_ALHU"
"6/30/2004","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","2736_ANHU"
"5/7/2013","Died","malibu","No","Selasphorus","Female-like ",NA,0,"Spring","unknown","Selasphorus spp.","5934_ALHU"
"5/3/2007","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Spring","found on the ground","Non-selasphorus spp.","3277_ANHU"
"4/20/2011","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,7,"Spring","found on the ground","Non-selasphorus spp.","4177_ANHU"
"3/14/2016","Died","malibu","No","Selasphorus","Female-like ",NA,0,"Spring","caught by domestic animal","Selasphorus spp.","6654_ALHU"
"2/8/2009","Died","Lindsey","No","ANHU","Female-like ",NA,1,"Winter","found inside","Non-selasphorus spp.","3615_ANHU"
"7/9/2003","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","2539_ANHU"
"6/25/2016","Released","Santa Barbara","No","ANHU","Female-like ",NA,0,"Summer","nest-related","Non-selasphorus spp.","6890_ANHU"
"2/2/2007","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","3197_ANHU"
"6/12/2015","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","5378_ANHU"
"10/18/1993","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","window hit","Non-selasphorus spp.","551_ANHU"
"6/1/2013","Died","malibu","No","Selasphorus","Female-like ",NA,0,"Summer","unknown","Selasphorus spp.","5959_ALHU"
"7/20/2016","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Summer","found on the ground","Non-selasphorus spp.","5686_ANHU"
"6/10/2016","Died","malibu","Yes","Selasphorus","Female-like ",NA,0,"Summer","found on the ground","Selasphorus spp.","6758_ALHU"
"6/14/2016","Released","malibu","No","Selasphorus","Female-like ",NA,-70,"Summer","unknown","Selasphorus spp.","6777_ALHU"
"6/11/2012","Died","Lindsey","Yes","ANHU","Female-like ",NA,10,"Summer","found on the ground","Non-selasphorus spp.","4489_ANHU"
"2/21/2005","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","2801_ANHU"
"3/6/2002","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","2170_ANHU"
"5/7/1994","Released","Lindsey","Yes","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","638_ANHU"
"5/22/2002","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","2250_ANHU"
"2/13/1995","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","window hit","Non-selasphorus spp.","750_ANHU"
"7/28/2013","Died","malibu","Yes","Selasphorus","Female-like ",NA,0,"Summer","caught by domestic animal","Selasphorus spp.","5884_ALHU"
"5/15/2012","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","4471_ANHU"
"4/18/1998","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","found on the ground","Non-selasphorus spp.","1388_ANHU"
"1/11/2014","Died","malibu","No","ANHU","Male",NA,0,"Winter","found on the ground","Non-selasphorus spp.","6030_ANHU"
"6/16/2014","Died","malibu","No","Selasphorus","Female-like ",NA,0,"Summer","unknown","Selasphorus spp.","6301_ALHU"
"8/23/2002","Died","Lindsey","No","ANHU","Female-like ",NA,6,"Summer","found on the ground","Non-selasphorus spp.","2329_ANHU"
"6/13/2006","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","found on the ground","Non-selasphorus spp.","3106_ANHU"
"5/30/1997","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","1251_ANHU"
"3/25/2013","Released","malibu","No","ANHU","Female-like ",NA,0,"Spring","unknown","Non-selasphorus spp.","5926_ANHU"
"3/25/2006","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Spring","caught by domestic animal","Non-selasphorus spp.","3036_ANHU"
"6/2/1991","Died","Lindsey","No","ANHU","Female-like ",NA,1,"Summer","window hit","Non-selasphorus spp.","114_ANHU"
"5/9/2006","Released","Lindsey","No","Non-selasphorus","unknown",NA,1,"Spring","found on the ground","Non-selasphorus spp.","3088_ANHU"
"2/14/2016","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","window hit","Non-selasphorus spp.","5490_ANHU"
"9/12/2016","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","window hit","Non-selasphorus spp.","5707_ANHU"
"3/31/2007","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Spring","caught by domestic animal","Non-selasphorus spp.","3237_ANHU"
"2/1/2014","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","4869_ANHU"
"3/1/2004","Released","Lindsey","Yes","ANHU","Female-like ",NA,1,"Spring","found on the ground","Non-selasphorus spp.","2623_ANHU"
"4/5/2009","Released","Lindsey","Yes","ANHU","Male",NA,1,"Spring","window hit","Non-selasphorus spp.","3677_ANHU"
"9/2/2006","Died","Lindsey","Yes","Selasphorus","Female-like ",NA,0,"Fall","suspect torpor-like state","Selasphorus spp.","3152_ALHU"
"5/25/1994","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","648_ANHU"
"3/24/2001","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","1999_ANHU"
"7/20/1996","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","1106_ANHU"
"6/25/2012","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","found on the ground","Non-selasphorus spp.","4509_ANHU"
"3/7/2003","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Spring","found on the ground","Non-selasphorus spp.","2403_ANHU"
"3/3/2007","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","caught by domestic animal","Non-selasphorus spp.","3211_ANHU"
"6/15/1993","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","495_ANHU"
"4/23/2009","Died","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Spring","found on the ground","Non-selasphorus spp.","3704_ANHU"
"9/19/1991","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","caught by domestic animal","Non-selasphorus spp.","178_ANHU"
"6/10/2003","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Summer","found on the ground","Non-selasphorus spp.","2507_ANHU"
"4/25/2011","Died","Lindsey","No","Non-selasphorus","unknown",NA,1,"Spring","nest-related","Non-selasphorus spp.","4184_ANHU"
"7/3/2002","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Summer","nest-related","Non-selasphorus spp.","2300_ANHU"
"1/10/2010","Died","Lindsey","No","ANHU","Male",NA,0,"Winter","nest-related","Non-selasphorus spp.","3845_ANHU"
"8/18/2015","Died","malibu","Yes","ANHU","Female-like ",NA,1,"Summer","unknown","Non-selasphorus spp.","6493_ANHU"
"3/22/2001","Died","Lindsey","Yes","Selasphorus","Female-like ",NA,1,"Spring","found on the ground","Selasphorus spp.","1997_RUHU"
"3/14/2000","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","unknown","Non-selasphorus spp.","1763_ANHU"
"1/5/2014","Died","Lindsey","Yes","ANHU","Female-like ",NA,5,"Winter","window hit","Non-selasphorus spp.","4856_ANHU"
"5/5/2009","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","3719_ANHU"
"6/7/2009","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","nest-related","Non-selasphorus spp.","3748_ANHU"
"11/11/2008","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","found inside","Non-selasphorus spp.","3586_ANHU"
"4/9/2008","Died","Lindsey","No","Selasphorus","Female-like ",NA,0,"Spring","unknown","Selasphorus spp.","3465_ALHU"
"7/12/1993","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","520_ANHU"
"8/19/2002","Died","Lindsey","Yes","Selasphorus","Female-like ",NA,0,"Summer","suspect torpor-like state","Selasphorus spp.","2326_ALHU"
"6/8/2007","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","3313_ANHU"
"6/16/2014","Released","malibu","No","Selasphorus","Female-like ",NA,0,"Summer","unknown","Selasphorus spp.","6302_ALHU"
"5/29/2013","Died","malibu","Yes","Selasphorus","Female-like ",NA,1,"Spring","caught by domestic animal","Selasphorus spp.","5816_ALHU"
"3/16/2005","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Spring","unknown","Non-selasphorus spp.","2820_ANHU"
"6/18/1994","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","window hit","Non-selasphorus spp.","680_ANHU"
"10/25/2009","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","window hit","Non-selasphorus spp.","3828_ANHU"
"12/16/2014","Released","Lindsey","Yes","ANHU","Female-like ",NA,0,"Winter","found inside","Non-selasphorus spp.","5141_ANHU"
"6/9/2009","Died","Lindsey","Yes","Non-selasphorus","unknown",NA,1,"Summer","nest-related","Non-selasphorus spp.","3754_ANHU"
"9/21/1998","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","caught by domestic animal","Non-selasphorus spp.","1503_ANHU"
"8/2/2016","Died","Santa Barbara","No","ANHU","Female-like ",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","6912_ANHU"
"6/2/2005","Released","Lindsey","Yes","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","2901_ANHU"
"3/31/2014","Released","malibu","No","Selasphorus","Female-like ",NA,0,"Spring","caught by domestic animal","Selasphorus spp.","6200_ALHU"
"4/29/2015","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","5301_ANHU"
"3/23/2015","Died","Lindsey","No","ANHU","Male",NA,0,"Spring","found on the ground","Non-selasphorus spp.","5225_ANHU"
"5/23/2016","Released","Santa Barbara","No","ANHU","Female-like ",NA,0,"Spring","caught by domestic animal","Non-selasphorus spp.","6879_ANHU"
"6/19/2001","Released","Lindsey","Yes","ANHU","Female-like ",NA,2,"Summer","found on the ground","Non-selasphorus spp.","2073_ANHU"
"12/6/2011","Released","Lindsey","No","ANHU","Female-like ",NA,1,"Winter","found inside","Non-selasphorus spp.","4332_ANHU"
"3/2/2016","Died","malibu","No","ANHU","Male",NA,0,"Spring","found on the ground","Non-selasphorus spp.","6633_ANHU"
"3/15/2015","Released","malibu","No","Selasphorus","unknown",NA,3,"Spring","unknown","Selasphorus spp.","6514_ALHU"
"6/14/2012","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Summer","nest-related","Non-selasphorus spp.","4496_ANHU"
"3/25/2007","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","found on the ground","Non-selasphorus spp.","3233_ANHU"
